"alphireb",0.022906,0.004523,0.003048,0.003200,0.000747,0.002247,0.005567,0.003052,0.007097,0.032431,0.045312,0.002410,0.009599,0.001207,0.015196,0.006582,0.006934,0.002515,0.002671,0.006322,0.032789,0.000202,0.012052,0.010054,0.001924,0.000000,0.003574,0.002685,0.010389,0.005689,0.033360,0.002838,0.005246,0.003112,0.004479,0.004234,0.011229,0.004200,0.005038,0.017717,0.013092,0.001677,0.015155,0.006686,0.010586,0.002282,0.001654,0.002755,0.066153,0.003617,0.006414,0.039494,0.001802,0.008072,0.012324,0.009648,0.025363,0.004215,0.004454,0.018189,0.003253,0.000376,0.011721,0.006788,0.004371,0.007183,0.143575,0.015061,0.001773,0.071965,0.007131,0.009773,0.003352,0.006630,0.004004,0.004041,0.012960,0.017025,0.000000,0.001566,0.000366,0.002154,0.010294,0.003291,0.001875,0.003554,0.017506,0.003194,0.002613,0.002135,0.001406,0.011055,

"JR_Yamanoteline",0.002391,0.002760,0.009634,0.011204,0.001518,0.022695,0.019634,0.005957,0.002505,0.008154,0.008869,0.115163,0.002891,0.002544,0.003156,0.001688,0.007506,0.018804,0.001876,0.001307,0.008023,0.000929,0.007084,0.032930,0.003554,0.000000,0.005697,0.002455,0.002217,0.001356,0.062269,0.000872,0.005255,0.003753,0.002200,0.001390,0.037281,0.002528,0.005119,0.008563,0.017144,0.002862,0.020414,0.070915,0.007612,0.021095,0.000482,0.008343,0.031263,0.003366,0.001057,0.022850,0.001875,0.003243,0.007413,0.022875,0.014809,0.003761,0.008835,0.000000,0.006425,0.010803,0.001036,0.003969,0.002366,0.074796,0.011396,0.023290,0.004502,0.004214,0.017391,0.002961,0.000000,0.007361,0.001777,0.004769,0.007054,0.008802,0.000399,0.007011,0.007320,0.002312,0.010589,0.002571,0.000000,0.000928,0.033553,0.011780,0.004832,0.000996,0.001734,0.009116,

"jyakki1993",0.023631,0.004011,0.000252,0.006046,0.003090,0.000841,0.016566,0.001912,0.005167,0.006010,0.005268,0.002868,0.003615,0.000000,0.001751,0.000957,0.001528,0.001477,0.022634,0.007580,0.047312,0.000519,0.112226,0.012720,0.008885,0.000000,0.013596,0.008006,0.005390,0.021035,0.009827,0.004085,0.001269,0.004966,0.011366,0.003948,0.000000,0.002853,0.016474,0.027052,0.001137,0.003342,0.003232,0.013388,0.007067,0.001263,0.001627,0.005451,0.008442,0.001163,0.003407,0.032988,0.008029,0.019031,0.002007,0.005742,0.048373,0.009526,0.006016,0.000000,0.000841,0.002110,0.000366,0.003129,0.002733,0.000671,0.010029,0.034445,0.002700,0.051815,0.002335,0.017228,0.000000,0.022968,0.006542,0.005150,0.031115,0.027500,0.004480,0.016048,0.002266,0.077763,0.006962,0.012669,0.000000,0.003820,0.031271,0.004615,0.001606,0.003975,0.003081,0.001802,

"miyashinjp",0.004115,0.003860,0.001837,0.003347,0.002313,0.001276,0.004063,0.003081,0.005445,0.017862,0.000000,0.000311,0.038711,0.001415,0.004673,0.000331,0.008535,0.008467,0.001321,0.005683,0.011141,0.001595,0.014294,0.010838,0.003383,0.007311,0.006512,0.000824,0.000209,0.012535,0.031298,0.004787,0.004606,0.004884,0.005875,0.005881,0.004817,0.010307,0.049626,0.013447,0.006626,0.008515,0.027023,0.017171,0.001189,0.001680,0.002877,0.022310,0.046939,0.004075,0.002931,0.046494,0.001577,0.006677,0.011919,0.016986,0.130183,0.000712,0.019527,0.008434,0.010197,0.006263,0.000640,0.000000,0.003880,0.007753,0.006147,0.005597,0.001517,0.018008,0.003950,0.012248,0.001195,0.003677,0.004091,0.003831,0.019654,0.016432,0.000965,0.004309,0.001373,0.089920,0.007633,0.003938,0.005571,0.005813,0.035004,0.004332,0.001579,0.001429,0.000893,0.007495,

"cheeky_thymine",0.015017,0.005750,0.003385,0.007058,0.006862,0.001501,0.005377,0.002138,0.001908,0.008292,0.000000,0.001103,0.007883,0.001319,0.004706,0.003290,0.001552,0.001702,0.001997,0.006844,0.042618,0.000322,0.100494,0.013800,0.000913,0.000000,0.029039,0.010693,0.002737,0.081533,0.025397,0.000825,0.000935,0.002748,0.004730,0.000000,0.000217,0.026140,0.007251,0.012245,0.004272,0.003358,0.004088,0.012759,0.009938,0.007489,0.001947,0.002714,0.014631,0.000356,0.008157,0.026172,0.009018,0.004349,0.008425,0.008174,0.012980,0.005415,0.001589,0.014510,0.010682,0.006564,0.000744,0.005321,0.001404,0.000000,0.039120,0.004477,0.004621,0.051956,0.002599,0.013344,0.002674,0.007662,0.003188,0.002293,0.060987,0.048019,0.008906,0.008057,0.002190,0.009897,0.005072,0.010375,0.000320,0.050765,0.012372,0.003946,0.001094,0.003102,0.001924,0.005668,

"kettosee",0.007884,0.002570,0.003145,0.004262,0.002330,0.000043,0.004707,0.009378,0.010467,0.023210,0.005769,0.024018,0.018767,0.000738,0.003554,0.001999,0.010202,0.004340,0.001333,0.009666,0.008917,0.000589,0.007220,0.012888,0.001905,0.013149,0.006127,0.001610,0.003033,0.005043,0.018239,0.001841,0.005941,0.009186,0.008955,0.000000,0.005201,0.001961,0.001853,0.008958,0.048441,0.004316,0.031176,0.012001,0.004237,0.000920,0.003315,0.003989,0.122388,0.001581,0.003669,0.038509,0.003893,0.004471,0.021236,0.018598,0.014770,0.002282,0.008541,0.000000,0.005025,0.002309,0.004857,0.000000,0.004271,0.009243,0.002559,0.004726,0.004245,0.023076,0.002619,0.020673,0.002473,0.003457,0.000750,0.008227,0.078821,0.065324,0.000000,0.001807,0.001372,0.000524,0.022720,0.007887,0.006934,0.006878,0.036707,0.002674,0.002448,0.001873,0.001006,0.045182,

"YNGD77",0.018467,0.007796,0.006984,0.004347,0.007579,0.004107,0.028553,0.008056,0.003030,0.191751,0.000000,0.002080,0.013835,0.000816,0.005853,0.002713,0.008339,0.002927,0.001194,0.010046,0.018160,0.001790,0.016214,0.015521,0.002419,0.000000,0.017499,0.002671,0.021408,0.008950,0.025084,0.000548,0.007057,0.003326,0.000780,0.000000,0.004036,0.004674,0.000641,0.016150,0.015062,0.004065,0.012138,0.034912,0.011792,0.003052,0.026133,0.009553,0.048687,0.003756,0.003990,0.024898,0.000266,0.008304,0.015757,0.014590,0.026336,0.004124,0.005625,0.013197,0.007093,0.000000,0.000283,0.001297,0.000871,0.005040,0.008909,0.003956,0.002862,0.015604,0.017338,0.010418,0.000000,0.001871,0.003829,0.002750,0.013556,0.026306,0.006624,0.000292,0.002148,0.003492,0.015887,0.001002,0.004762,0.002785,0.022870,0.007786,0.011190,0.000375,0.000352,0.016811,

"rokoemon2",0.003902,0.001158,0.007295,0.000947,0.001064,0.001350,0.004950,0.004702,0.002144,0.020550,0.000830,0.004118,0.006293,0.001052,0.006972,0.001763,0.008910,0.006443,0.002966,0.019530,0.029097,0.000974,0.005731,0.009848,0.002300,0.007244,0.003841,0.000998,0.004546,0.002084,0.044949,0.003039,0.001572,0.008078,0.009579,0.005542,0.040995,0.002399,0.018963,0.017388,0.023129,0.003387,0.086354,0.020780,0.004470,0.004904,0.001786,0.004601,0.117103,0.002635,0.004192,0.048451,0.002531,0.005056,0.036074,0.012949,0.019673,0.002232,0.001861,0.000000,0.005005,0.012196,0.005826,0.003723,0.001330,0.011707,0.009107,0.000803,0.005466,0.037723,0.002455,0.020167,0.000000,0.003301,0.001207,0.003405,0.030255,0.006602,0.000000,0.007654,0.000202,0.001408,0.027071,0.000993,0.002269,0.011430,0.018213,0.005940,0.001516,0.000616,0.001051,0.033085,

"yoshiverdy2012",0.000000,0.000000,0.000852,0.030039,0.020908,0.011552,0.007493,0.002341,0.000000,0.007680,0.060958,0.021498,0.032240,0.006470,0.004401,0.000687,0.001877,0.007673,0.004782,0.011336,0.101408,0.000000,0.019995,0.009768,0.013813,0.000000,0.005583,0.000745,0.005499,0.096411,0.008132,0.001783,0.003062,0.004617,0.000000,0.000000,0.005799,0.010173,0.003040,0.003868,0.002305,0.001569,0.002768,0.006022,0.014483,0.046017,0.003527,0.017980,0.003547,0.001455,0.004182,0.010456,0.000319,0.023825,0.007882,0.002246,0.010958,0.010073,0.000000,0.000000,0.014582,0.003887,0.000619,0.007478,0.005944,0.001133,0.010425,0.014727,0.009456,0.045195,0.002120,0.005465,0.002799,0.002854,0.005529,0.009357,0.006928,0.050622,0.014547,0.002191,0.007144,0.009034,0.001991,0.013688,0.001741,0.029185,0.004685,0.006752,0.009837,0.003988,0.000000,0.000000,

"minimomi2525",0.005823,0.000422,0.002207,0.002003,0.004775,0.023103,0.004928,0.004633,0.004762,0.008802,0.010973,0.001624,0.003357,0.001196,0.011126,0.004604,0.004263,0.003562,0.000571,0.019724,0.044438,0.000499,0.100017,0.012853,0.002376,0.015579,0.006651,0.002392,0.003695,0.004808,0.008350,0.001770,0.001522,0.008568,0.013433,0.000000,0.003336,0.001689,0.015913,0.006996,0.020013,0.004251,0.013466,0.007581,0.004210,0.007190,0.002510,0.002131,0.011704,0.003074,0.003401,0.043233,0.002942,0.007430,0.021010,0.008884,0.107854,0.007250,0.006558,0.008986,0.062181,0.015476,0.001468,0.003268,0.000821,0.000627,0.023943,0.008490,0.000983,0.057309,0.004651,0.012253,0.001465,0.010705,0.000000,0.001134,0.039031,0.009521,0.000000,0.000132,0.000542,0.000035,0.016424,0.003228,0.006889,0.014826,0.015109,0.008099,0.000223,0.002241,0.000240,0.007664,

"tencross0015",0.038708,0.004164,0.001753,0.047256,0.014164,0.002669,0.012531,0.004601,0.013003,0.016676,0.000000,0.000221,0.004690,0.000439,0.001254,0.003330,0.000000,0.001934,0.006142,0.003520,0.008966,0.002475,0.010889,0.015027,0.014489,0.000000,0.017562,0.002771,0.001888,0.057571,0.021940,0.000685,0.002953,0.000699,0.006063,0.011425,0.003001,0.020056,0.012211,0.030564,0.003016,0.000000,0.001487,0.015307,0.008850,0.013162,0.000175,0.026984,0.011939,0.003509,0.000469,0.007516,0.002803,0.005746,0.003347,0.010014,0.021121,0.004001,0.011046,0.000000,0.049145,0.000000,0.000445,0.012364,0.007202,0.000864,0.000000,0.010155,0.001781,0.001610,0.001966,0.001629,0.012908,0.001459,0.006021,0.009811,0.013189,0.056098,0.012273,0.002062,0.000000,0.133505,0.003454,0.011566,0.000819,0.010227,0.045324,0.003347,0.003427,0.015586,0.002976,0.000000,

